inputNum,beerNum,RecipeName,MashStep,HeatSource,TargetTemp,Time
88659,241400,88 - Martin's Schwarzbier,Acid Rest,Direct Heat,"
50.0
°C
",10 min
88660,241400,88 - Martin's Schwarzbier,Saccharification Rest,Direct Heat,"
65.0
°C
",40 min
88661,241400,88 - Martin's Schwarzbier,Dextrinization Rest,Decoction,"
71.0
°C
",20 min
88662,241400,88 - Martin's Schwarzbier,Mash-Out,Decoction,"
77.0
°C
",5 min
88663,241402,3g Berry Wheat ,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88664,241402,3g Berry Wheat ,Mash-Out,Infusion,"
168.0
°F
",10 min
88665,241412,Saison 10L,Mash-Out,Direct Heat,"
63.0
°C
",90 min
88666,241415,RadikALE udkast,Maltose Rest,Infusion,"
67.0
°C
",20 min
88667,241415,RadikALE udkast,Maltose Rest,Direct Heat,"
68.0
°C
",40 min
88668,241415,RadikALE udkast,Mash-Out,Decoction,"
75.0
°C
",1 min
88669,241418,Klafke Weizenbier nº 1,Beta-Glucan Rest,Infusion,"
47.0
°C
",30 min
88670,241418,Klafke Weizenbier nº 1,Protein Rest,Direct Heat,"
55.0
°C
",30 min
88671,241418,Klafke Weizenbier nº 1,Saccharification Rest,Direct Heat,"
69.0
°C
",60 min
88672,241418,Klafke Weizenbier nº 1,Mash-Out,Direct Heat,"
76.0
°C
",10 min
88673,241422,black ipa 1,Acid Rest,Decoction,"
150.0
°F
",60 min
88674,241423,centennial ipa,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88675,241423,centennial ipa,Mash-Out,Infusion,"
167.0
°F
",15 min
88676,241426,Freiksenet's Brewery #2 - Cascade Hopped Light APA,Saccharification Rest,Infusion,"
65.0
°C
",60 min
88677,241431,Robert the Otha 2,Acid Rest,Infusion,"
156.0
°F
",90 min
88678,241438,Lille Saison Braukurs,Saccharification Rest,Decoction,"
67.0
°C
",90 min
88679,241438,Lille Saison Braukurs,Mash-Out,Decoction,"
76.0
°C
",0 min
88680,241440,Sam's Alt,Saccharification Rest,Infusion,"
150.0
°F
",30 min
88681,241445,1505,Beta-Glucan Rest,Infusion,"
104.0
°F
",10 min
88682,241445,1505,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88683,241445,1505,Mash-Out,Infusion,"
170.0
°F
",20 min
88684,241449,Mora Aroma IPA,Saccharification Rest,Infusion,"
65.0
°C
",60 min
88685,241449,Mora Aroma IPA,Mash-Out,Direct Heat,"
76.0
°C
",10 min
88686,241451,Damians Black IPA,Saccharification Rest,Infusion,"
155.0
°F
",60 min
88687,241464,Whiskyklubbens Summer Session IPA,Protein Rest,Decoction,"
52.0
°C
",5 min
88688,241464,Whiskyklubbens Summer Session IPA,Maltose Rest,Decoction,"
63.0
°C
",10 min
88689,241464,Whiskyklubbens Summer Session IPA,Saccharification Rest,Decoction,"
73.0
°C
",35 min
88690,241464,Whiskyklubbens Summer Session IPA,Saccharification Rest,Decoction,"
78.0
°C
",10 min
88691,241468,Project Lambic,Beta-Glucan Rest,Direct Heat,"
45.0
°C
",15 min
88692,241468,Project Lambic,Protein Rest,Direct Heat,"
52.0
°C
",30 min
88693,241468,Project Lambic,Maltose Rest,Direct Heat,"
65.0
°C
",30 min
88694,241468,Project Lambic,Dextrinization Rest,Direct Heat,"
72.0
°C
",30 min
88695,241468,Project Lambic,Mash-Out,Direct Heat,"
78.0
°C
",15 min
88696,241472,Kentucky Common,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88697,241472,Kentucky Common,Mash-Out,Infusion,"
170.0
°F
",0 min
88698,241480,Pale Ale Malt test 3,Saccharification Rest,Direct Heat,"
156.0
°F
",60 min
88699,241484,Autumn's Early Arrival Blonde Mk. II,Saccharification Rest,Infusion,"
155.0
°F
",60 min
88700,241484,Autumn's Early Arrival Blonde Mk. II,Mash-Out,Infusion,"
168.0
°F
",5 min
88701,241485,Oktoberfest 2015,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88702,241490,n. irish dry stout,Protein Rest,Infusion,"
120.0
°F
",15 min
88703,241490,n. irish dry stout,Saccharification Rest,Decoction,"
150.0
°F
",60 min
88704,241493,Dopplebock v1,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
88705,241502,Pacific Summer Pale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88706,241506,Feb 28,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88707,241506,Feb 28,Mash-Out,Infusion,"
170.0
°F
",10 min
88708,241518,Lazy Sunday,Saccharification Rest,Infusion,"
65.6
°C
",60 min
88709,241518,Lazy Sunday,Mash-Out,Direct Heat,"
75.6
°C
",10 min
88710,241521,Springs Hef,Beta-Glucan Rest,Infusion,"
43.3
°C
",45 min
88711,241521,Springs Hef,Saccharification Rest,Infusion,"
66.6
°C
",40 min
88712,241521,Springs Hef,Mash-Out,Direct Heat,"
75.6
°C
",10 min
88713,241529,Rick's Hillbilly BBA Porter,Saccharification Rest,Infusion,"
155.0
°F
",60 min
88714,241529,Rick's Hillbilly BBA Porter,Mash-Out,Infusion,"
168.0
°F
",15 min
88715,241531,Gose Round,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
88716,241531,Gose Round,Mash-Out,Direct Heat,"
170.0
°F
",5 min
88717,241535,Gratzer,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
88718,241535,Gratzer,Mash-Out,Direct Heat,"
170.0
°F
",5 min
88719,241538,Roggenbier,Saccharification Rest,Infusion,"
153.0
°F
",60 min
88720,241545,Van Damn Belgian Strong,Saccharification Rest,Infusion,"
150.0
°F
",90 min
88721,241547,They Call ME Red!,Saccharification Rest,Infusion,"
144.0
°F
",30 min
88722,241547,They Call ME Red!,Saccharification Rest,Infusion,"
156.0
°F
",30 min
88723,241547,They Call ME Red!,Mash-Out,Infusion,"
168.0
°F
",10 min
88724,241564,888,Saccharification Rest,Direct Heat,"
148.0
°F
",120 min
88725,241597,Meloncholy Baby - Saison,Saccharification Rest,Infusion,"
150.0
°F
",75 min
88726,241608,Simple Coffee Imperial Stout,Saccharification Rest,Infusion,"
154.0
°F
",90 min
88727,241608,Simple Coffee Imperial Stout,Mash-Out,Direct Heat,"
170.0
°F
",10 min
88728,241647,CASCADE IPA,Mash-Out,Infusion,"
162.0
°F
",60 min
88729,241669,Sunday Night Special,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88730,241669,Sunday Night Special,Mash-Out,Infusion,"
170.0
°F
",10 min
88731,241693,BIAB Dubbel 3 gal,Maltose Rest,Direct Heat,"
149.0
°F
",60 min
88732,241701,Zombie Dust,Saccharification Rest,Decoction,"
152.0
°F
",90 min
88733,241701,Zombie Dust,Mash-Out,Decoction,"
170.0
°F
",10 min
88734,241705,Hobgoblin Original Orfy,Saccharification Rest,Infusion,"
69.0
°C
",90 min
88735,241710,Slice Off the Tee Ale (3 GL),Saccharification Rest,Infusion,"
150.0
°F
",60 min
88736,241710,Slice Off the Tee Ale (3 GL),Mash-Out,Infusion,"
170.0
°F
",20 min
88737,241717,Hipster White Rapper (Gluten Free),Saccharification Rest,Infusion,"
163.0
°F
",120 min
88738,241723,Amarillo's Lager,Maltose Rest,Direct Heat,"
62.0
°C
",20 min
88739,241723,Amarillo's Lager,Dextrinization Rest,Direct Heat,"
67.0
°C
",40 min
88740,241723,Amarillo's Lager,Mash-Out,Direct Heat,"
76.0
°C
",10 min
88741,241728,lou's gueze,Acid Rest,Direct Heat,"
155.0
°F
",15 min
88742,241728,lou's gueze,Saccharification Rest,Direct Heat,"
165.0
°F
",45 min
88743,241728,lou's gueze,Acid Rest,Direct Heat,"
170.0
°F
",5 min
88744,241744,Every Day Pale Ale - counterbrew,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
88745,241744,Every Day Pale Ale - counterbrew,Mash-Out,Direct Heat,"
168.0
°F
",10 min
88746,241750,s M*A*S*H (some Malt & Single Hop),Acid Rest,Infusion,"
145.0
°F
",45 min
88747,241750,s M*A*S*H (some Malt & Single Hop),Saccharification Rest,Infusion,"
155.0
°F
",10 min
88748,241754,Experiment #69-3 - Mosaic Single Hop IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88749,241762,Duneagle Draught,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88750,241762,Duneagle Draught,Mash-Out,Infusion,"
168.0
°F
",15 min
88751,241768,the ultimate galaxy quest ,Saccharification Rest,Direct Heat,"
60.0
°C
",60 min
88752,241768,the ultimate galaxy quest ,Dextrinization Rest,Direct Heat,"
75.0
°C
",15 min
88753,241770,Folk Munich Dunkel,Protein Rest,Infusion,"
55.0
°C
",20 min
88754,241770,Folk Munich Dunkel,Saccharification Rest,Infusion,"
65.0
°C
",45 min
88755,241770,Folk Munich Dunkel,Mash-Out,Decoction,"
75.0
°C
",30 min
88756,241771,Trippel Dubbel,Protein Rest,Infusion,"
123.0
°F
",15 min
88757,241771,Trippel Dubbel,Maltose Rest,Infusion,"
140.0
°F
",10 min
88758,241771,Trippel Dubbel,Saccharification Rest,Infusion,"
157.0
°F
",55 min
88759,241771,Trippel Dubbel,Mash-Out,Decoction,"
162.0
°F
",10 min
88760,241780,Chad's Barley Wine,Saccharification Rest,Infusion,"
152.0
°F
",90 min
88761,241785,5W-30 Spotted Heifer 5 Gallon,Saccharification Rest,Infusion,"
148.0
°F
",60 min
88762,241785,5W-30 Spotted Heifer 5 Gallon,Mash-Out,Direct Heat,"
168.0
°F
",10 min
88763,241804,Maridocs Maibock,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88764,241809,rye saison,Saccharification Rest,Infusion,"
151.0
°F
",60 min
88765,241823,Brown Porter - Złote Kalesony I,Mash-Out,Infusion,"
67.0
°C
",60 min
88766,241823,Brown Porter - Złote Kalesony I,Mash-Out,Infusion,"
78.0
°C
",10 min
88767,241825,NW Brown Ale (Pantry edition),Saccharification Rest,Decoction,"
68.0
°C
",60 min
88768,241825,NW Brown Ale (Pantry edition),Mash-Out,Decoction,"
76.67
°C
",20 min
88769,241826,Kolsch,Saccharification Rest,Infusion,"
65.0
°C
",60 min
88770,241826,Kolsch,Mash-Out,Infusion,"
75.0
°C
",10 min
88771,241826,Kolsch,Mash-Out,Infusion,"
80.0
°C
",10 min
88772,241827,BBD Brown Biscuit,Saccharification Rest,Infusion,"
67.0
°C
",30 min
88773,241827,BBD Brown Biscuit,Mash-Out,Infusion,"
75.0
°C
",15 min
88774,241829,Black Pearl Porter,Saccharification Rest,Infusion,"
19.4
°C
",60 min
88775,241829,Black Pearl Porter,Mash-Out,Infusion,"
23.9
°C
",15 min
88776,241831,Bourbon Vanilla Porter (Denny Conn),Saccharification Rest,Infusion,"
18.3
°C
",60 min
88777,241831,Bourbon Vanilla Porter (Denny Conn),Mash-Out,Infusion,"
23.9
°C
",15 min
88778,241834,Citra Pale Ale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88779,241834,Citra Pale Ale,Mash-Out,Infusion,"
170.0
°F
",15 min
88780,241838,No Frills Series- The Flight,Mash-Out,Infusion,"
146.5
°F
",60 min
88781,241838,No Frills Series- The Flight,Mash-Out,Infusion,"
165.0
°F
",10 min
88782,241861,#15010 English IPA,Saccharification Rest,Direct Heat,"
68.0
°C
",60 min
88783,241861,#15010 English IPA,Mash-Out,Direct Heat,"
78.0
°C
",1 min
88784,241895,Honey Lemon Blonde,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88785,241895,Honey Lemon Blonde,Mash-Out,Infusion,"
170.0
°F
",-6 min
88786,241914,Wit and Charm,Protein Rest,Infusion,"
122.0
°F
",20 min
88787,241914,Wit and Charm,Saccharification Rest,Infusion,"
149.0
°F
",30 min
88788,241944,Racetrack Pale,Saccharification Rest,Infusion,"
66.7
°C
",60 min
88789,241944,Racetrack Pale,Mash-Out,Decoction,"
75.6
°C
",10 min
88790,241945,Feb 28 - 2,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88791,241964,Ruby,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88792,241965,Millenium Falcon(ersflight),Saccharification Rest,Infusion,"
150.0
°F
",60 min
88793,241972,Oktober's Fest!,Saccharification Rest,Infusion,"
155.0
°F
",90 min
88794,241974,Experiment #99-5 - Imperial Cream Ale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88795,241979,Hoppy Wheat,Saccharification Rest,Direct Heat,"
155.0
°F
",60 min
88796,241990,Kolsch,Mash-Out,Direct Heat,"
149.0
°F
",90 min
88797,241996,#28 There Will Come Soft Rains,Saccharification Rest,Infusion,"
150.0
°F
",90 min
88798,241996,#28 There Will Come Soft Rains,Mash-Out,Infusion,"
168.0
°F
",5 min
88799,242021,Chimay Cloontje nümr 2 - trocken,Protein Rest,Infusion,"
52.0
°C
",30 min
88800,242021,Chimay Cloontje nümr 2 - trocken,Maltose Rest,Infusion,"
63.0
°C
",140 min
88801,242021,Chimay Cloontje nümr 2 - trocken,Mash-Out,Infusion,"
76.0
°C
",0 min
88802,242030,Saison (light),Saccharification Rest,Infusion,"
150.0
°F
",60 min
88803,242035,Saison (dark),Saccharification Rest,Infusion,"
150.0
°F
",60 min
88804,242044,Kimmy Brown2,Saccharification Rest,Infusion,"
153.0
°F
",75 min
88805,242049,My Mosaic Promise,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88806,242059,Bourbon Barrel Stout,Maltose Rest,Infusion,"
150.0
°F
",90 min
88807,242059,Bourbon Barrel Stout,Mash-Out,Decoction,"
150.0
°F
",5 min
88808,242080, Rainy Day Dunkelweizen 2,Acid Rest,Infusion,"
113.0
°F
",15 min
88809,242080, Rainy Day Dunkelweizen 2,Protein Rest,Infusion,"
131.0
°F
",15 min
88810,242080, Rainy Day Dunkelweizen 2,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88811,242080, Rainy Day Dunkelweizen 2,Mash-Out,Decoction,"
168.0
°F
",15 min
88812,242088,Stone Pale Ale,Mash-Out,Infusion,"
156.0
°F
",20 min
88813,242088,Stone Pale Ale,Mash-Out,Infusion,"
165.0
°F
",0 min
88814,242101,Fruit Kriek - cherry,Protein Rest,Infusion,"
122.0
°F
",20 min
88815,242101,Fruit Kriek - cherry,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88816,242101,Fruit Kriek - cherry,Mash-Out,Infusion,"
167.0
°F
",10 min
88817,242109,Nuclear Winter Oat Porter,Saccharification Rest,Decoction,"
156.0
°F
",60 min
88818,242113,Waugh's Wit II,Saccharification Rest,Infusion,"
148.0
°F
",60 min
88819,242122,Pliny the Mini,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88820,242122,Pliny the Mini,Mash-Out,Direct Heat,"
168.0
°F
",10 min
88821,242132,My Dunkel Waizen,Protein Rest,Infusion,"
58.0
°C
",15 min
88822,242132,My Dunkel Waizen,Maltose Rest,Infusion,"
68.0
°C
",30 min
88823,242132,My Dunkel Waizen,Dextrinization Rest,Infusion,"
70.0
°C
",30 min
88824,242132,My Dunkel Waizen,Mash-Out,Infusion,"
78.0
°C
",15 min
88825,242134,The Clarkson,Maltose Rest,Infusion,"
142.0
°F
",20 min
88826,242134,The Clarkson,Saccharification Rest,Decoction,"
158.0
°F
",60 min
88827,242136,Red Kristallweiss,Saccharification Rest,Infusion,"
153.0
°F
",60 min
88828,242160,Heady Topper Clone for my Brue Kettle ,Protein Rest,Direct Heat,"
130.0
°F
",10 min
88829,242160,Heady Topper Clone for my Brue Kettle ,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
88830,242160,Heady Topper Clone for my Brue Kettle ,Mash-Out,Direct Heat,"
170.0
°F
",10 min
88831,242166,2015_10_ABarleywine,Beta-Glucan Rest,Infusion,"
52.0
°C
",30 min
88832,242166,2015_10_ABarleywine,Dextrinization Rest,Infusion,"
68.0
°C
",60 min
88833,242166,2015_10_ABarleywine,Mash-Out,Decoction,"
75.0
°C
",15 min
88834,242178,4.4.15 Special W 0.1 ,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88835,242179,50/50 Hefe,Acid Rest,Direct Heat,"
113.0
°F
",15 min
88836,242179,50/50 Hefe,Saccharification Rest,Direct Heat,"
148.0
°F
",60 min
88837,242180,Mudpit (Brewhouse),Saccharification Rest,Infusion,"
158.0
°F
",75 min
88838,242181,Amber Session,Saccharification Rest,Direct Heat,"
152.0
°F
",75 min
88839,242200,Rye Pale Ale (all-grain),Saccharification Rest,Infusion,"
154.0
°F
",60 min
88840,242247,Final Absolution Clone,Saccharification Rest,Infusion,"
148.0
°F
",90 min
88841,242253,Belgian IPA,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88842,242257,Hefty Stout,Protein Rest,Direct Heat,"
43.0
°C
",20 min
88843,242257,Hefty Stout,Beta-Glucan Rest,Direct Heat,"
60.0
°C
",30 min
88844,242257,Hefty Stout,Saccharification Rest,Direct Heat,"
65.0
°C
",30 min
88845,242257,Hefty Stout,Mash-Out,Direct Heat,"
74.0
°C
",10 min
88846,242279,Cock pärs IPA,Saccharification Rest,Direct Heat,"
63.0
°C
",90 min
88847,242282,Cuvée 46 Habsburg Ale,Saccharification Rest,Infusion,"
67.0
°C
",60 min
88848,242282,Cuvée 46 Habsburg Ale,Mash-Out,Direct Heat,"
76.0
°C
",15 min
88849,242283,Cuvée 47  U S and A Lite,Saccharification Rest,Infusion,"
67.0
°C
",60 min
88850,242283,Cuvée 47  U S and A Lite,Mash-Out,Direct Heat,"
76.0
°C
",15 min
88851,242287,"""Dunk Her Shane"" - Mighty Handful Dunkelweizen",Beta-Glucan Rest,Infusion,"
99.0
°F
",30 min
88852,242287,"""Dunk Her Shane"" - Mighty Handful Dunkelweizen",Protein Rest,Infusion,"
120.0
°F
",30 min
88853,242287,"""Dunk Her Shane"" - Mighty Handful Dunkelweizen",Saccharification Rest,Infusion,"
152.0
°F
",30 min
88854,242295,Cuvée 45 Piccadilly Ale,Saccharification Rest,Infusion,"
67.0
°C
",60 min
88855,242295,Cuvée 45 Piccadilly Ale,Mash-Out,Direct Heat,"
75.0
°C
",15 min
88856,242296,Rusty's Pale Ale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88857,242296,Rusty's Pale Ale,Mash-Out,Infusion,"
170.0
°F
",15 min
88858,242299,Saffron Grisette,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88859,242300,el dorado,Acid Rest,Decoction,"
150.0
°F
",60 min
88860,242302,Sierra Nevada Pale ale Clone,Saccharification Rest,Infusion,"
153.0
°F
",60 min
88861,242302,Sierra Nevada Pale ale Clone,Mash-Out,Direct Heat,"
168.0
°F
",10 min
88862,242305,Lemon Drop IPA,Acid Rest,Decoction,"
153.0
°F
",60 min
88863,242311,Citra Amarillo IPA,Acid Rest,Infusion,"
158.0
°F
",60 min
88864,242311,Citra Amarillo IPA,Mash-Out,Infusion,"
168.0
°F
",10 min
88865,242320,Rye Table Beer,Saccharification Rest,Infusion,"
153.0
°F
",60 min
88866,242329,YHB Coffee Stout,Saccharification Rest,Infusion,"
151.0
°F
",60 min
88867,242329,YHB Coffee Stout,Mash-Out,Direct Heat,"
168.0
°F
",15 min
88868,242331,Drei Berliner,Saccharification Rest,Infusion,"
149.0
°F
",90 min
88869,242335,Coconut-Vanilla Stout,Saccharification Rest,Infusion,"
66.5
°C
",90 min
88870,242339,Berlin Lawnmower,Saccharification Rest,Infusion,"
153.0
°F
",60 min
88871,242342,Imperial Pilsner,Mash-Out,Infusion,"
148.0
°F
",90 min
88872,242358,Morphology,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88873,242373,Opus Dei,Saccharification Rest,Direct Heat,"
149.0
°F
",60 min
88874,242380,"Coconut is my Bacon, Wheat",Saccharification Rest,Infusion,"
153.0
°F
",60 min
88875,242384,1gal Scotch,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88876,242391,Rocket Pale Ale,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88877,242392,Toasted Belgian,Dextrinization Rest,Infusion,"
67.0
°C
",60 min
88878,242392,Toasted Belgian,Saccharification Rest,Direct Heat,"
76.0
°C
",20 min
88879,242399,Rasp Porter,Saccharification Rest,Infusion,"
155.0
°F
",90 min
88880,242399,Rasp Porter,Mash-Out,Infusion,"
168.0
°F
",10 min
88881,242409,pale,Protein Rest,Infusion,"
122.0
°F
",30 min
88882,242409,pale,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
88883,242410,scotch ale,Saccharification Rest,Infusion,"
155.0
°F
",45 min
88884,242416,Hannestader Satanic Wit,Saccharification Rest,Infusion,"
65.0
°C
",60 min
88885,242416,Hannestader Satanic Wit,Mash-Out,Direct Heat,"
78.0
°C
",15 min
88886,242419,Mewa,Maltose Rest,Infusion,"
69.0
°C
",60 min
88887,242419,Mewa,Mash-Out,Direct Heat,"
78.0
°C
",10 min
88888,242420,Humpback Whale,Maltose Rest,Infusion,"
69.0
°C
",60 min
88889,242420,Humpback Whale,Mash-Out,Direct Heat,"
78.0
°C
",5 min
88890,242432,Ad Astra,Mash-Out,Direct Heat,"
170.0
°F
",10 min
88891,242432,Ad Astra,Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
88892,242439,DDBA,Saccharification Rest,Infusion,"
147.0
°F
",70 min
88893,242439,DDBA,Mash-Out,Infusion,"
165.0
°F
",10 min
88894,242443,Oatmeal Stout,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88895,242443,Oatmeal Stout,Mash-Out,Infusion,"
168.0
°F
",0 min
88896,242444,Boba Brett,Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
88897,242446,Braggot I,Saccharification Rest,Infusion,"
155.0
°F
",60 min
88898,242447,Tank 7 Clone,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88899,242456,Mild Ale,Mash-Out,Infusion,"
149.0
°F
",60 min
88900,242457,Juggernaut,Saccharification Rest,Decoction,"
148.0
°F
",60 min
88901,242459,MAY THE SCHWARZBIER WITH YOU,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88902,242466,BiabPorter,Saccharification Rest,Infusion,"
60.0
°C
",35 min
88903,242466,BiabPorter,Dextrinization Rest,Infusion,"
72.0
°C
",5 min
88904,242469,Birthday aLe,Saccharification Rest,Infusion,"
155.0
°F
",60 min
88905,242469,Birthday aLe,Mash-Out,Infusion,"
168.0
°F
",10 min
88906,242480,Imperial Stout,Dextrinization Rest,Decoction,"
66.0
°C
",90 min
88907,242483,Raging Bitch clone - 10 gal,Maltose Rest,Infusion,"
150.0
°F
",60 min
88908,242483,Raging Bitch clone - 10 gal,Mash-Out,Infusion,"
165.0
°F
",10 min
88909,242493,2015 Spring Cleaning IPA,Saccharification Rest,Infusion,"
151.0
°F
",75 min
88910,242507,#77 - Brown Ale,Saccharification Rest,Infusion,"
152.0
°F
",90 min
88911,242507,#77 - Brown Ale,Saccharification Rest,Direct Heat,"
158.0
°F
",15 min
88912,242507,#77 - Brown Ale,Mash-Out,Direct Heat,"
164.0
°F
",10 min
88913,242540,Derby Day,Saccharification Rest,Infusion,"
153.0
°F
",90 min
88914,242547,Trinity Porter,Acid Rest,Infusion,"
152.0
°F
",60 min
88915,242547,Trinity Porter,Mash-Out,Infusion,"
168.0
°F
",20 min
88916,242550,bells 2 hearted2,Saccharification Rest,Infusion,"
150.0
°F
",90 min
88917,242550,bells 2 hearted2,Mash-Out,Infusion,"
168.0
°F
",15 min
88918,242551,Raison D'Saison,Saccharification Rest,Decoction,"
147.0
°F
",90 min
88919,242553,Doppelbock,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88920,242553,Doppelbock,Mash-Out,Direct Heat,"
168.0
°F
",15 min
88921,242562,Meola NZ Saison,Saccharification Rest,Direct Heat,"
64.0
°C
",90 min
88922,242562,Meola NZ Saison,Saccharification Rest,Direct Heat,"
68.0
°C
",15 min
88923,242571,Taniwha v4.0,Saccharification Rest,Direct Heat,"
65.0
°C
",60 min
88924,242577,Hung Monkey,Protein Rest,Infusion,"
122.0
°F
",60 min
88925,242577,Hung Monkey,Saccharification Rest,Infusion,"
148.0
°F
",75 min
88926,242577,Hung Monkey,Mash-Out,Infusion,"
172.0
°F
",10 min
88927,242589,IPA DSAA,Saccharification Rest,Direct Heat,"
67.0
°C
",75 min
88928,242589,IPA DSAA,Mash-Out,Direct Heat,"
78.0
°C
",10 min
88929,242604,Fat Bastard,Saccharification Rest,Infusion,"
152.0
°F
",90 min
88930,242614,Yuzu Gose,Saccharification Rest,Infusion,"
149.0
°F
",60 min
88931,242614,Yuzu Gose,Saccharification Rest,Infusion,"
149.0
°F
",45 min
88932,242637,English IPA #1,Saccharification Rest,Infusion,"
66.0
°C
",60 min
88933,242654,california-uncommon-# hashtag!,Maltose Rest,Infusion,"
145.0
°F
",30 min
88934,242654,california-uncommon-# hashtag!,Saccharification Rest,Infusion,"
158.0
°F
",30 min
88935,242654,california-uncommon-# hashtag!,Mash-Out,Infusion,"
170.0
°F
",5 min
88936,242661,Iterator IPA 0.3.0,Saccharification Rest,Infusion,"
63.0
°C
",90 min
88937,242661,Iterator IPA 0.3.0,Mash-Out,Direct Heat,"
76.0
°C
",10 min
88938,242669,IPA for Pints for Paws,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
88939,242674,Session IPA,Saccharification Rest,Direct Heat,"
154.0
°F
",90 min
88940,242674,Session IPA,Mash-Out,Decoction,"
170.0
°F
",15 min
88941,242683,Transpacific IPL,Saccharification Rest,Infusion,"
65.0
°C
",60 min
88942,242708,Summer Storm,Saccharification Rest,Direct Heat,"
65.0
°C
",30 min
88943,242708,Summer Storm,Saccharification Rest,Direct Heat,"
70.0
°C
",30 min
88944,242708,Summer Storm,Mash-Out,Direct Heat,"
76.0
°C
",10 min
88945,242711,Beery Bitter,Saccharification Rest,Infusion,"
67.78
°C
",60 min
88946,242711,Beery Bitter,Mash-Out,Infusion,"
76.67
°C
",20 min
88947,242712,Highland Session,Saccharification Rest,Infusion,"
67.76
°C
",60 min
88948,242712,Highland Session,Mash-Out,Infusion,"
76.67
°C
",20 min
88949,242713,Pavlova Pilsale,Saccharification Rest,Decoction,"
66.0
°C
",90 min
88950,242718,American Pale Ale by overthere,Saccharification Rest,Infusion,"
68.0
°C
",60 min
88951,242718,American Pale Ale by overthere,Mash-Out,Infusion,"
76.0
°C
",20 min
88952,242719,Yallery Brown,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88953,242724,Rye California Commons #21,Saccharification Rest,Direct Heat,"
152.0
°F
",90 min
88954,242724,Rye California Commons #21,Mash-Out,Decoction,"
168.0
°F
",10 min
88955,242744,Rye-ders On The Storm,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88956,242745,Saison Jade,Saccharification Rest,Infusion,"
150.0
°F
",60 min
88957,242751,2 gal AG Berliner Weisse,Acid Rest,Decoction,"
126.0
°F
",10 min
88958,242751,2 gal AG Berliner Weisse,Saccharification Rest,Decoction,"
146.0
°F
",45 min
88959,242751,2 gal AG Berliner Weisse,Saccharification Rest,Decoction,"
158.0
°F
",10 min
88960,242757,Upryte the Second,Saccharification Rest,Infusion,"
154.0
°F
",60 min
88961,242772,Belge Caféiné,Saccharification Rest,Infusion,"
152.0
°F
",60 min
88962,242772,Belge Caféiné,Mash-Out,Direct Heat,"
170.0
°F
",10 min
88963,242775,Russian River Consecration,Saccharification Rest,Direct Heat,"
158.0
°F
",60 min
88964,242777,Chocolate Milk Oatmeal Stout,Acid Rest,Direct Heat,"
104.0
°F
",30 min
88965,242777,Chocolate Milk Oatmeal Stout,Saccharification Rest,Direct Heat,"
140.0
°F
",40 min
88966,242777,Chocolate Milk Oatmeal Stout,Mash-Out,Direct Heat,"
158.0
°F
",20 min
88967,242779,Belgian Style Wit,Saccharification Rest,Infusion,"
148.0
°F
",60 min
